,timestamp,campaign,batch,code,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,cyl_pre,stiffness,ejection
0,2019-01-16 22:31:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
1,2019-01-16 22:31:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
2,2019-01-16 22:31:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
3,2019-01-16 22:31:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
4,2019-01-16 22:31:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
5,2019-01-16 22:31:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
6,2019-01-16 22:32:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
7,2019-01-16 22:32:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
8,2019-01-16 22:32:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
9,2019-01-16 22:32:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
10,2019-01-16 22:32:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
11,2019-01-16 22:32:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
12,2019-01-16 22:33:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
13,2019-01-16 22:33:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
14,2019-01-16 22:33:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
15,2019-01-16 22:33:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
16,2019-01-16 22:33:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
17,2019-01-16 22:33:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
18,2019-01-16 22:34:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
19,2019-01-16 22:34:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
20,2019-01-16 22:34:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
21,2019-01-16 22:34:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
22,2019-01-16 22:34:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
23,2019-01-16 22:34:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
24,2019-01-16 22:35:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
25,2019-01-16 22:35:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
26,2019-01-16 22:35:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
27,2019-01-16 22:35:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
28,2019-01-16 22:35:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
29,2019-01-16 22:35:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
30,2019-01-16 22:36:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
31,2019-01-16 22:36:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
32,2019-01-16 22:36:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
33,2019-01-16 22:36:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
34,2019-01-16 22:36:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
35,2019-01-16 22:36:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
36,2019-01-16 22:37:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
37,2019-01-16 22:37:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
38,2019-01-16 22:37:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
39,2019-01-16 22:37:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
40,2019-01-16 22:37:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
41,2019-01-16 22:37:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
42,2019-01-16 22:38:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
43,2019-01-16 22:38:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
44,2019-01-16 22:38:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
45,2019-01-16 22:38:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
46,2019-01-16 22:38:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
47,2019-01-16 22:38:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
48,2019-01-16 22:39:07,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
49,2019-01-16 22:39:17,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
50,2019-01-16 22:39:27,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
51,2019-01-16 22:39:37,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
52,2019-01-16 22:39:47,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
53,2019-01-16 22:39:57,18,77,20,0,0,4.9,8.2,0,0,0,0,2.5,3.3,0,0
54,2019-01-16 22:40:07,18,77,20,0,17,4.9,8.2,0,0,0,50,2.5,3.3,0,0
55,2019-01-16 22:40:17,18,77,20,0,18,1.8,8.2,109.2,0,0,109,2.5,3.3,0,0
56,2019-01-16 22:40:27,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
57,2019-01-16 22:40:37,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
58,2019-01-16 22:40:47,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
59,2019-01-16 22:40:57,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
60,2019-01-16 22:41:07,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
61,2019-01-16 22:41:17,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
62,2019-01-16 22:41:27,18,77,20,0,0,1.8,8.2,109.2,0,0,123,2.5,3.3,0,0
63,2019-01-16 22:41:37,18,77,20,0,0,1.8,8.2,0,0,0,132,2.5,3.3,0,0
64,2019-01-16 22:41:47,18,77,20,0,0,1.8,8.2,0,0,0,141,2.64,3.3,0,0
65,2019-01-16 22:41:57,18,77,20,0,0,21.1,8.2,70.5,0,0,150,3,3.3,0,0
66,2019-01-16 22:42:07,18,77,20,0,0,21.1,8.01,0,0,0,159,3,3.3,0,0
67,2019-01-16 22:42:17,18,77,20,100,45,3.3,8.01,208.4,3.6,0,264,3.5,3.3,49,308
68,2019-01-16 22:42:27,18,77,20,100,45,3.2,8.01,208.4,2.3,0,546,3,3.3,48,139
69,2019-01-16 22:42:37,18,77,20,100,45,6.5,8.01,4.2,3.3,0,843,2.8,3.3,48,204
70,2019-01-16 22:42:47,18,77,20,100,45,6.6,8.2,3.2,3.5,0,1125,2.8,3.3,46,236
71,2019-01-16 22:42:57,18,77,20,100,45,6.9,8.2,3.7,3.7,0,1379,2.8,3.3,47,233
72,2019-01-16 22:43:07,18,77,20,100,45,7.9,8.4,5.9,4.5,0,1676,2.8,3.3,27,287
73,2019-01-16 22:43:17,18,77,20,100,45,8.1,8.4,11.4,4.3,0,1944,2.8,3.3,25,273
74,2019-01-16 22:43:27,18,77,20,100,45,8.4,8.4,4,4.4,0,2241,2.8,3.3,25,290
75,2019-01-16 22:43:37,18,77,20,100,45,8.3,8.4,3.6,4.3,0,2537,2.8,3.3,25,280
76,2019-01-16 22:43:47,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
77,2019-01-16 22:43:57,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
78,2019-01-16 22:44:07,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
79,2019-01-16 22:44:17,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
80,2019-01-16 22:44:27,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
81,2019-01-16 22:44:37,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
82,2019-01-16 22:44:47,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
83,2019-01-16 22:44:57,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
84,2019-01-16 22:45:07,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
85,2019-01-16 22:45:17,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
86,2019-01-16 22:45:27,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
87,2019-01-16 22:45:37,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
88,2019-01-16 22:45:47,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
89,2019-01-16 22:45:57,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
90,2019-01-16 22:46:07,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
91,2019-01-16 22:46:17,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
92,2019-01-16 22:46:27,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
93,2019-01-16 22:46:37,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
94,2019-01-16 22:46:47,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
95,2019-01-16 22:46:57,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
96,2019-01-16 22:47:07,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
97,2019-01-16 22:47:17,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
98,2019-01-16 22:47:27,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
99,2019-01-16 22:47:37,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
100,2019-01-16 22:47:47,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
101,2019-01-16 22:47:57,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
102,2019-01-16 22:48:07,18,77,20,0,0,8.3,8.4,3.6,4.3,0,2557,2.8,3.3,25,280
103,2019-01-16 22:48:17,18,77,20,0,0,8.3,8.3,3.6,4.3,0,2557,2.8,3.3,25,280
104,2019-01-16 22:48:27,18,77,20,0,0,8.3,8.3,3.6,4.3,0,2557,2.4,3.3,25,280
105,2019-01-16 22:48:37,18,77,20,72.3,45,12.7,8.3,27.1,4.1,0,2659,2.4,3.3,28,487
106,2019-01-16 22:48:47,18,77,20,100,45,10.4,8.3,27.1,3.6,0,2941,2.4,3.3,25,340
107,2019-01-16 22:48:57,18,77,20,100,45,11.2,8.3,3.2,3.8,0,3238,2.4,3.3,25,369
108,2019-01-16 22:49:07,18,77,20,0,0,11.3,8.3,3.1,3.8,0,3361,2.4,3.3,26,374
109,2019-01-16 22:49:17,18,77,20,0,0,11.3,8.3,3.1,3.8,0,3361,2.4,3.3,26,374
