,timestamp,campaign,batch,code,tbl_speed,fom,main_comp,tbl_fill,SREL,pre_comp,produced,waste,cyl_main,cyl_pre,stiffness,ejection
0,2019-05-03 02:22:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
1,2019-05-03 02:22:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
2,2019-05-03 02:22:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
3,2019-05-03 02:23:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
4,2019-05-03 02:23:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
5,2019-05-03 02:23:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
6,2019-05-03 02:23:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
7,2019-05-03 02:23:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
8,2019-05-03 02:23:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
9,2019-05-03 02:24:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
10,2019-05-03 02:24:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
11,2019-05-03 02:24:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
12,2019-05-03 02:24:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
13,2019-05-03 02:24:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
14,2019-05-03 02:24:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
15,2019-05-03 02:25:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
16,2019-05-03 02:25:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
17,2019-05-03 02:25:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
18,2019-05-03 02:25:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
19,2019-05-03 02:25:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
20,2019-05-03 02:25:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
21,2019-05-03 02:26:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
22,2019-05-03 02:26:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
23,2019-05-03 02:26:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
24,2019-05-03 02:26:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
25,2019-05-03 02:26:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
26,2019-05-03 02:26:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
27,2019-05-03 02:27:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
28,2019-05-03 02:27:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
29,2019-05-03 02:27:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
30,2019-05-03 02:27:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
31,2019-05-03 02:27:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
32,2019-05-03 02:27:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
33,2019-05-03 02:28:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
34,2019-05-03 02:28:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
35,2019-05-03 02:28:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
36,2019-05-03 02:28:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
37,2019-05-03 02:28:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
38,2019-05-03 02:28:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
39,2019-05-03 02:29:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
40,2019-05-03 02:29:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
41,2019-05-03 02:29:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
42,2019-05-03 02:29:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
43,2019-05-03 02:29:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
44,2019-05-03 02:29:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
45,2019-05-03 02:30:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
46,2019-05-03 02:30:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
47,2019-05-03 02:30:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
48,2019-05-03 02:30:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
49,2019-05-03 02:30:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
50,2019-05-03 02:30:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
51,2019-05-03 02:31:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
52,2019-05-03 02:31:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
53,2019-05-03 02:31:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
54,2019-05-03 02:31:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
55,2019-05-03 02:31:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
56,2019-05-03 02:31:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
57,2019-05-03 02:32:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
58,2019-05-03 02:32:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
59,2019-05-03 02:32:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
60,2019-05-03 02:32:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
61,2019-05-03 02:32:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
62,2019-05-03 02:32:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
63,2019-05-03 02:33:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
64,2019-05-03 02:33:12,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
65,2019-05-03 02:33:22,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
66,2019-05-03 02:33:32,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
67,2019-05-03 02:33:42,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
68,2019-05-03 02:33:52,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
69,2019-05-03 02:34:02,24,94,18,0,0,0,4.22,0,0,0,0,1.37,5,0,0
